nz-vs-au.en	.nz vs .au: which should I choose?	.nz is New Zealand's country domain at about $20/yr flat, open to anyone, with a pure-New-Zealand halo; .au is Australia's at about $12/yr flat, gated by Australian presence rules, with direct registration only since 2022. See “Which to pick” on this page for the full verdict.
nz-vs-au.zh	.nz 和 .au 怎么选？	.nz 是新西兰国家域名、约 $20/年平续、任何人可注册，自带纯净新西兰联想；.au 是澳大利亚国家域名、约 $12/年平续、需澳大利亚存在资格、2022 年才开放直注。完整结论见本页「怎么选」一节。
paris-vs-london.en	.paris vs .london: which should I choose?	.paris is held by the City of Paris itself, about $49/yr flat; .london is London's official city suffix at about $14 first year then $28/yr. See “Which to pick” on this page for the full verdict.
paris-vs-london.zh	.paris 和 .london 怎么选？	.paris 由巴黎市政府直接持有，注册约 $49/年续费同价；.london 是伦敦官方城市后缀，首年约 $14 续费约 $28/年。完整结论见本页「怎么选」一节。
pe-vs-cl.en	.pe vs .cl: which should I choose?	.pe is Peru's country domain at ~$50/yr, open to anyone with no restrictions; .cl is Chile's at ~$18/yr, requiring a local Chilean contact (registrars provide one). See “Which to pick” on this page for the full verdict.
pe-vs-cl.zh	.pe 和 .cl 怎么选？	.pe 是秘鲁国家域名、约 $50/年、无资格限制任何人可注册；.cl 是智利国家域名、约 $18/年、需智利本地联系人（注册商可代办）。完整结论见本页「怎么选」一节。
ph-vs-sg.en	.ph vs .sg: which should I choose?	.ph is the Philippines' country domain, open to anyone at about $55/yr flat; .sg is Singapore's at about $39/yr flat, requiring local presence (registrar proxies available). See “Which to pick” on this page for the full verdict.
ph-vs-sg.zh	.ph 和 .sg 怎么选？	.ph 是菲律宾国家域名、任何人可注册、约 $55/年平续；.sg 是新加坡国家域名、约 $39/年平续、需本地存在（注册商可代理）。完整结论见本页「怎么选」一节。
pk-vs-in.en	.pk vs .in: which should I choose?	.pk is Pakistan's country domain at ~$28 per two years (≈¥100/yr), open to anyone; .in is India's at ~$10/yr, fully open and doubling as the English preposition "in". See “Which to pick” on this page for the full verdict.
pk-vs-in.zh	.pk 和 .in 怎么选？	.pk 是巴基斯坦国家域名、约 $28/两年（合每年约 ¥100）、任何人可注册；.in 是印度国家域名、约 $10/年、完全开放且兼具介词 in 的语义梗。完整结论见本页「怎么选」一节。
pl-vs-eu.en	.pl vs .eu: which should I choose?	.pl is Central Europe's largest ccTLD, open to anyone, at about $6 in year one but ~$25/yr renewal; .eu is the EU's official domain covering all of Europe but requiring EU/EEA eligibility, at about $8 to register and $10/yr to renew. See “Which to pick” on this page for the full verdict.
pl-vs-eu.zh	.pl 和 .eu 怎么选？	.pl 是中东欧最大 ccTLD、任何人可注册，首年约 $6 但续费约 $25/年；.eu 是欧盟官方域名、覆盖全欧但需欧盟/EEA 资格，注册约 $8、续费约 $10/年。完整结论见本页「怎么选」一节。
qa-vs-ae.en	.qa vs .ae: which should I choose?	.qa is Qatar's country domain at ~$35/yr, open to anyone; .ae is the UAE's at ~$35/yr, equally open. See “Which to pick” on this page for the full verdict.
qa-vs-ae.zh	.qa 和 .ae 怎么选？	.qa 是卡塔尔国家域名、约 $35/年、任何人可注册；.ae 是阿联酋国家域名、约 $35/年、同样开放。完整结论见本页「怎么选」一节。
rehab-vs-care.en	.rehab vs .care: which should I choose?	.rehab names the recovery process — sharpest for physical therapy and addiction recovery, about $8 then $29/yr; .care names the caring relationship, fitting senior, home and mental-health services, about $12 then $36/yr. See “Which to pick” on this page for the full verdict.
rehab-vs-care.zh	.rehab 和 .care 怎么选？	.rehab 说康复过程，物理治疗与戒瘾康复定位最准，首年约 $8 续费约 $29/年；.care 说照护关系，养老、居家与心理健康服务通用，注册约 $12 续费约 $36/年。完整结论见本页「怎么选」一节。
ro-vs-pl.en	.ro vs .pl: which should I choose?	.ro is Romania's country domain at about $13/yr flat, open to anyone; .pl is Poland's at about $6 in year one but ~$25/yr renewal, equally zero-bar. See “Which to pick” on this page for the full verdict.
ro-vs-pl.zh	.ro 和 .pl 怎么选？	.ro 是罗马尼亚国家域名、约 $13/年平续、任何人可注册；.pl 是波兰国家域名、首年约 $6 但续费约 $25/年、同样零门槛。完整结论见本页「怎么选」一节。
rs-vs-io.en	.rs vs .io: which should I choose?	.rs is Serbia's country domain at ~$25/yr and happens to be the Rust source-file extension — the Rust community's identity badge; .io is the developer world's generic suffix, pricier but more widely recognized. See “Which to pick” on this page for the full verdict.
rs-vs-io.zh	.rs 和 .io 怎么选？	.rs 是塞尔维亚国家域名、约 $25/年，恰好是 Rust 源文件扩展名、是 Rust 社区的身份标识；.io 是开发者圈的通用后缀、注册续费更贵但认知度更广。完整结论见本页「怎么选」一节。
sa-vs-ae.en	.sa vs .ae: which should I choose?	.sa is Saudi Arabia's country domain at ~$55/yr, requiring a Saudi commercial registration or trademark; .ae is the UAE's at ~$35/yr, open to anyone. See “Which to pick” on this page for the full verdict.
sa-vs-ae.zh	.sa 和 .ae 怎么选？	.sa 是沙特国家域名、约 $55/年、注册需沙特商业登记或注册商标；.ae 是阿联酋国家域名、约 $35/年、任何人可注册。完整结论见本页「怎么选」一节。
se-vs-com.en	.se vs .com: which should I choose?	.se is Sweden's country domain with a Stockholm-innovation halo at about $15/yr flat, open to anyone; .com is the internet's default suffix at the $10-12/yr tier. See “Which to pick” on this page for the full verdict.
se-vs-com.zh	.se 和 .com 怎么选？	.se 是瑞典国家域名、自带斯德哥尔摩创新圈联想，约 $15/年平续、任何人可注册；.com 是全球认知度最高的默认后缀、$10-12/年档。完整结论见本页「怎么选」一节。
sg-vs-asia.en	.sg vs .asia: which should I choose?	.sg is Singapore's country domain with compliance connotations across Southeast Asian business circles at about $39/yr flat, local presence required; .asia is the official Asia-Pacific suffix at about $12/yr flat. See “Which to pick” on this page for the full verdict.
sg-vs-asia.zh	.sg 和 .asia 怎么选？	.sg 是新加坡国家域名、在东南亚商圈自带合规与专业联想，约 $39/年平续、需本地存在；.asia 是亚太区域的官方后缀、约 $12/年平续。完整结论见本页「怎么选」一节。
sk-vs-cz.en	.sk vs .cz: which should I choose?	.sk is Slovakia's country domain at about $14/yr flat, open to anyone since 2017; .cz is Czechia's at about $10/yr flat, equally zero-bar. See “Which to pick” on this page for the full verdict.
sk-vs-cz.zh	.sk 和 .cz 怎么选？	.sk 是斯洛伐克国家域名、约 $14/年平续、2017 年起任何人可注册；.cz 是捷克国家域名、约 $10/年平续、同样零门槛。完整结论见本页「怎么选」一节。
th-vs-vn.en	.th vs .vn: which should I choose?	.th is Thailand's country domain — direct registration needs a matching Thai trademark at ~$60/yr (.co.th ~$25/yr); .vn is Vietnam's at about $40/yr flat, open to foreign registrants. See “Which to pick” on this page for the full verdict.
th-vs-vn.zh	.th 和 .vn 怎么选？	.th 是泰国国家域名、顶级直注需泰国商标且约 $60/年（.co.th 约 $25/年）；.vn 是越南国家域名、约 $40/年平续、对外国注册人开放。完整结论见本页「怎么选」一节。
tienda-vs-shop.en	.tienda vs .shop: which should I choose?	.tienda is Spanish for shop — sharpest for Spanish-speaking customers at about $50/yr flat; .shop is the most recognized e-commerce suffix worldwide, cheap year one with notably higher renewals. See “Which to pick” on this page for the full verdict.
tienda-vs-shop.zh	.tienda 和 .shop 怎么选？	.tienda 是西班牙语「商店」后缀，西语客群定位最准，注册约 $50/年续费同价；.shop 是全球认知最成熟的电商后缀，首年常有低价促销但续费明显更高。完整结论见本页「怎么选」一节。
tires-vs-autos.en	.tires vs .autos: which should I choose?	.tires writes one high-intent category into the address — sharpest for local tire shops, with flat pricing; .autos names the whole car business at about $2 year one, the only cheap hold in the vertical. See “Which to pick” on this page for the full verdict.
tires-vs-autos.zh	.tires 和 .autos 怎么选？	.tires 把轮胎品类写进域名，本地轮胎店与轮胎电商定位最准，注册续费同价；.autos 说汽车生意全域，首年约 $2 的汽车垂类唯一平价款。完整结论见本页「怎么选」一节。
tokyo-vs-asia.en	.tokyo vs .asia: which should I choose?	.tokyo is Tokyo's official city suffix — sharpest for local businesses and the Japanese market, about $14/yr flat, open worldwide; .asia scopes the whole Asia-Pacific at about $12/yr flat but requires an APAC contact. See “Which to pick” on this page for the full verdict.
tokyo-vs-asia.zh	.tokyo 和 .asia 怎么选？	.tokyo 是东京官方城市后缀，本地商家与日本市场定位最准，注册约 $14/年续费同价且全球可注册；.asia 覆盖整个亚太区域，注册约 $12/年续费同价但要求亚太联系人。完整结论见本页「怎么选」一节。
tr-vs-ae.en	.tr vs .ae: which should I choose?	.tr is Türkiye's country domain at about $15/yr flat, open to everyone since 2023; .ae is the UAE's at about $35/yr flat, equally zero-bar. See “Which to pick” on this page for the full verdict.
tr-vs-ae.zh	.tr 和 .ae 怎么选？	.tr 是土耳其国家域名、约 $15/年平续、2023 年起任何人可直注；.ae 是阿联酋国家域名、约 $35/年平续、同样零门槛。完整结论见本页「怎么选」一节。
tw-vs-hk.en	.tw vs .hk: which should I choose?	.tw is Taiwan's regional domain with a "made in Taiwan" tech halo at about $28/yr flat, open to anyone; .hk is Hong Kong's regional domain at about $25/yr flat with zero-bar registration, radiating across the Greater Bay Area and international circles. See “Which to pick” on this page for the full verdict.
tw-vs-hk.zh	.tw 和 .hk 怎么选？	.tw 是台湾地区域名、自带「台湾制造」科技联想，约 $28/年平续、任何人可注册；.hk 是香港地区域名、约 $25/年平续、零门槛注册，面向大湾区与国际商圈。完整结论见本页「怎么选」一节。
ua-vs-pl.en	.ua vs .pl: which should I choose?	.ua is Ukraine's country domain — direct registration needs a Ukrainian trademark at ~$18/yr (.com.ua ~$8/yr is open to all); .pl is Poland's at about $6 in year one but ~$25/yr renewal, open to anyone. See “Which to pick” on this page for the full verdict.
ua-vs-pl.zh	.ua 和 .pl 怎么选？	.ua 是乌克兰国家域名、顶级直注需乌克兰商标且约 $18/年（.com.ua 约 $8/年开放注册）；.pl 是波兰国家域名、首年约 $6 但续费约 $25/年、任何人可注册。完整结论见本页「怎么选」一节。
university-vs-education.en	.university vs .education: which should I choose?	.university names the highest institutional tier — sharpest for corporate universities and admissions pages, about $50/yr flat; .education names the whole industry, fitting platforms, content and services alike. See “Which to pick” on this page for the full verdict.
university-vs-education.zh	.university 和 .education 怎么选？	.university 说「大学」这个最高机构层级，企业大学与国际招生页定位最准，注册约 $50/年续费同价；.education 说教育行业全域，机构、平台与内容站通用。完整结论见本页「怎么选」一节。
uy-vs-ar.en	.uy vs .ar: which should I choose?	.uy is Uruguay's country domain at ~$53/yr with direct second-level registration open to anyone; .ar is Argentina's at ~$36/yr, open to non-residents only after notarized/certified identity documents pass manual verification. See “Which to pick” on this page for the full verdict.
uy-vs-ar.zh	.uy 和 .ar 怎么选？	.uy 是乌拉圭国家域名、约 $53/年、顶级直注任何人可注册；.ar 是阿根廷国家域名、约 $36/年、非居民可注册但需公证/认证文件人工验证。完整结论见本页「怎么选」一节。
vegas-vs-casino.en	.vegas vs .casino: which should I choose?	.vegas is Las Vegas's city suffix — sharpest for local and tourism brands at about $53/yr flat; .casino names the gambling category with renewals around $129/yr, among the steepest anywhere. See “Which to pick” on this page for the full verdict.
vegas-vs-casino.zh	.vegas 和 .casino 怎么选？	.vegas 是拉斯维加斯的城市后缀，本地与旅游娱乐定位最准，注册约 $53/年续费同价；.casino 是博彩品类词，续费约 $129/年居全站前列。完整结论见本页「怎么选」一节。
vin-vs-wine.en	.vin vs .wine: which should I choose?	.vin is French for wine — sharpest for French estates and French-styled brands, about $48/yr flat; .wine speaks plainly to the English mass market, the general suffix for wine commerce and content. See “Which to pick” on this page for the full verdict.
vin-vs-wine.zh	.vin 和 .wine 怎么选？	.vin 是法语「葡萄酒」，法国酒庄与法式品牌定位最准，注册约 $48/年续费同价；.wine 面向英语大众市场，酒类电商与内容站的通用后缀。完整结论见本页「怎么选」一节。
vn-vs-id.en	.vn vs .id: which should I choose?	.vn is Vietnam's country domain at about $40/yr flat, open to foreign registrants; .id is Indonesia's, open to anyone, at about $8 in year one but ~$30/yr renewal. See “Which to pick” on this page for the full verdict.
vn-vs-id.zh	.vn 和 .id 怎么选？	.vn 是越南国家域名、约 $40/年平续、对外国注册人开放；.id 是印尼国家域名、任何人可注册、首年约 $8 但续费约 $30/年。完整结论见本页「怎么选」一节。
za-vs-ng.en	.za vs .ng: which should I choose?	.za is South Africa's country domain — the mainstream .co.za form ~$8/yr, open to anyone; .ng is Nigeria's — direct ~$36/yr (.com.ng ~$10/yr), equally open. See “Which to pick” on this page for the full verdict.
za-vs-ng.zh	.za 和 .ng 怎么选？	.za 是南非国家域名、主流形态 .co.za 约 $8/年、任何人可注册；.ng 是尼日利亚国家域名、顶级直注约 $36/年（.com.ng 约 $10/年）、同样开放。完整结论见本页「怎么选」一节。
